,,6827469,,
released,158,2.31418E-05,3984,0.092196977
achievement,158,2.31418E-05,3985,0.092220118
legitimacy,158,2.31418E-05,3986,0.09224326
usual,158,2.31418E-05,3987,0.092266402
darnell,158,2.31418E-05,3988,0.092289544
nomination,158,2.31418E-05,3989,0.092312686
making,157,2.29953E-05,3990,0.091751424
raise,157,2.29953E-05,3991,0.091774419
trees,157,2.29953E-05,3992,0.091797414
as,157,2.29953E-05,3993,0.09182041
remarkable,157,2.29953E-05,3994,0.091843405
resolution,157,2.29953E-05,3995,0.0918664
makeover,157,2.29953E-05,3996,0.091889396
jim,157,2.29953E-05,3997,0.091912391
business,156,2.28489E-05,3998,0.091349811
youre,156,2.28489E-05,3999,0.091372659
radical,156,2.28489E-05,4000,0.091395508
artists,156,2.28489E-05,4001,0.091418357
blows,155,2.27024E-05,4002,0.090855045
showcase,155,2.27024E-05,4003,0.090877747
streamline,155,2.27024E-05,4004,0.090900449
manufacturer,155,2.27024E-05,4005,0.090923152
expected,155,2.27024E-05,4006,0.090945854
yellow,155,2.27024E-05,4007,0.090968557
descriptions,155,2.27024E-05,4008,0.090991259
©,154,2.25559E-05,4009,0.090426775
initial,154,2.25559E-05,4010,0.09044933
dreamed,154,2.25559E-05,4011,0.090471886
inherent,154,2.25559E-05,4012,0.090494442
cnnbrk,154,2.25559E-05,4013,0.090516998
clarity,154,2.25559E-05,4014,0.090539554
car,154,2.25559E-05,4015,0.09056211
sendoff,153,2.24095E-05,4016,0.089996454
german,153,2.24095E-05,4017,0.090018864
governor,153,2.24095E-05,4018,0.090041273
inflicted,153,2.24095E-05,4019,0.090063682
miserable,153,2.24095E-05,4020,0.090086092
uprising,152,2.2263E-05,4021,0.089519557
drawing,152,2.2263E-05,4022,0.08954182
renaissance,152,2.2263E-05,4023,0.089564083
ohio,152,2.2263E-05,4024,0.089586346
dressed,152,2.2263E-05,4025,0.089608609
nice,152,2.2263E-05,4026,0.089630872
turners,152,2.2263E-05,4027,0.089653135
principals,152,2.2263E-05,4028,0.089675398
woman,151,2.21165E-05,4029,0.089107545
industry,151,2.21165E-05,4030,0.089129661
123113,151,2.21165E-05,4031,0.089151778
clients,151,2.21165E-05,4032,0.089173894
surface,151,2.21165E-05,4033,0.089196011
november,150,2.19701E-05,4034,0.088627279
injuries,150,2.19701E-05,4035,0.088649249
milans,150,2.19701E-05,4036,0.088671219
automobile,150,2.19701E-05,4037,0.088693189
llc,149,2.18236E-05,4038,0.088123725
1981,149,2.18236E-05,4039,0.088145549
met,149,2.18236E-05,4040,0.088167372
in,149,2.18236E-05,4041,0.088189196
realistic,149,2.18236E-05,4042,0.088211019
stake,148,2.16771E-05,4043,0.087640676
indices,148,2.16771E-05,4044,0.087662353
api,148,2.16771E-05,4045,0.08768403
twitter,147,2.15307E-05,4046,0.087113102
consider,147,2.15307E-05,4047,0.087134632
dow,146,2.13842E-05,4048,0.086563264
science,146,2.13842E-05,4049,0.086584648
own,146,2.13842E-05,4050,0.086606032
design,146,2.13842E-05,4051,0.086627416
previously,146,2.13842E-05,4052,0.086648801
research,145,2.12377E-05,4053,0.086076553
sp,145,2.12377E-05,4054,0.086097791
lyceum,145,2.12377E-05,4055,0.086119029
carl,145,2.12377E-05,4056,0.086140267
exciting,144,2.10913E-05,4057,0.085567287
underlined,144,2.10913E-05,4058,0.085588378
jeremy,144,2.10913E-05,4059,0.08560947
wants,144,2.10913E-05,4060,0.085630561
source,143,2.09448E-05,4061,0.085056849
season,143,2.09448E-05,4062,0.085077794
that,143,2.09448E-05,4063,0.085098739
suspension,143,2.09448E-05,4064,0.085119683
discuss,143,2.09448E-05,4065,0.085140628
heading,143,2.09448E-05,4066,0.085161573
size,142,2.07983E-05,4067,0.084586836
leagueimposed,142,2.07983E-05,4068,0.084607634
1984,142,2.07983E-05,4069,0.084628433
believes,142,2.07983E-05,4070,0.084649231
eventful,142,2.07983E-05,4071,0.084670029
things,142,2.07983E-05,4072,0.084690828
outright,142,2.07983E-05,4073,0.084711626
talent,142,2.07983E-05,4074,0.084732424
tech,141,2.06519E-05,4075,0.084156369
few,141,2.06519E-05,4076,0.084177021
had,141,2.06519E-05,4077,0.084197673
evansville,141,2.06519E-05,4078,0.084218325
sander,140,2.05054E-05,4079,0.083641537
face,140,2.05054E-05,4080,0.083662042
coverage,140,2.05054E-05,4081,0.083682548
object,139,2.03589E-05,4082,0.083105174
for,139,2.03589E-05,4083,0.083125533
ranking,139,2.03589E-05,4084,0.083145892
mangold,139,2.03589E-05,4085,0.083166251
jil,139,2.03589E-05,4086,0.08318661
remember,138,2.02125E-05,4087,0.082608358
home,138,2.02125E-05,4088,0.08262857
amy,138,2.02125E-05,4089,0.082648782
makes,138,2.02125E-05,4090,0.082668995
minimalism,137,2.0066E-05,4091,0.08209001
loses,137,2.0066E-05,4092,0.082110076
powerful,136,1.99195E-05,4093,0.081530652
imaging,135,1.97731E-05,4094,0.080950935
fanatics,135,1.97731E-05,4095,0.080970708
kasich,135,1.97731E-05,4096,0.080990481
investigating,135,1.97731E-05,4097,0.081010254
holdings,134,1.96266E-05,4098,0.080429805
ideas,134,1.96266E-05,4099,0.080449432
no21,134,1.96266E-05,4100,0.080469058
cent,134,1.96266E-05,4101,0.080488685
crafts,134,1.96266E-05,4102,0.080508311
many,133,1.94801E-05,4103,0.079926983
exasperated,133,1.94801E-05,4104,0.079946463
looking,133,1.94801E-05,4105,0.079965943
robinson,132,1.93337E-05,4106,0.079384029
sonar,132,1.93337E-05,4107,0.079403363
jamshed,132,1.93337E-05,4108,0.079422697
competitive,132,1.93337E-05,4109,0.07944203
romanticism,132,1.93337E-05,4110,0.079461364
oklahoma,132,1.93337E-05,4111,0.079480698
ticket,131,1.91872E-05,4112,0.078897758
zahra,131,1.91872E-05,4113,0.078916946
closer,131,1.91872E-05,4114,0.078936133
grunge,131,1.91872E-05,4115,0.07895532
gerard,131,1.91872E-05,4116,0.078974507
videos,131,1.91872E-05,4117,0.078993694
skilled,131,1.91872E-05,4118,0.079012882
northwest,131,1.91872E-05,4119,0.079032069
importantly,130,1.90407E-05,4120,0.078447811
gabbana,130,1.90407E-05,4121,0.078466852
michaels,130,1.90407E-05,4122,0.078485893
fan,130,1.90407E-05,4123,0.078504934
keeping,130,1.90407E-05,4124,0.078523974
ninjas,130,1.90407E-05,4125,0.078543015
palladium,129,1.88943E-05,4126,0.077957732
like,129,1.88943E-05,4127,0.077976626
thrive,129,1.88943E-05,4128,0.077995521
twothirds,129,1.88943E-05,4129,0.078014415
newsroom,129,1.88943E-05,4130,0.078033309
plains,129,1.88943E-05,4131,0.078052204
report,129,1.88943E-05,4132,0.078071098
dolce,128,1.87478E-05,4133,0.077484643
sanders,128,1.87478E-05,4134,0.077503391
rolling,128,1.87478E-05,4135,0.077522139
bodily,127,1.86013E-05,4136,0.076935098
illequipped,127,1.86013E-05,4137,0.0769537
explaining,126,1.84549E-05,4138,0.07636622
fairytales,126,1.84549E-05,4139,0.076384675
causing,126,1.84549E-05,4140,0.07640313
naming,125,1.83084E-05,4141,0.075815064
cups,125,1.83084E-05,4142,0.075833373
wandering,125,1.83084E-05,4143,0.075851681
programmers,125,1.83084E-05,4144,0.075869989
anything,125,1.83084E-05,4145,0.075888298
pornographic,125,1.83084E-05,4146,0.075906606
recklessly,125,1.83084E-05,4147,0.075924914
resumed,125,1.83084E-05,4148,0.075943223
majority,125,1.83084E-05,4149,0.075961531
moschino,124,1.81619E-05,4150,0.075372001
when,124,1.81619E-05,4151,0.075390163
fantasize,124,1.81619E-05,4152,0.075408325
selling,124,1.81619E-05,4153,0.075426487
officials,124,1.81619E-05,4154,0.075444649
vanderburgh,124,1.81619E-05,4155,0.075462811
favor,124,1.81619E-05,4156,0.075480973
vast,124,1.81619E-05,4157,0.075499134
thoughts,123,1.80155E-05,4158,0.074908286
events,123,1.80155E-05,4159,0.074926301
knowingly,123,1.80155E-05,4160,0.074944317
weekend,123,1.80155E-05,4161,0.074962332
clinton,122,1.7869E-05,4162,0.074370751
libelous,122,1.7869E-05,4163,0.07438862
maintain,122,1.7869E-05,4164,0.074406489
dresses,122,1.7869E-05,4165,0.074424358
movie,122,1.7869E-05,4166,0.074442227
newscurrent,122,1.7869E-05,4167,0.074460096
hector,122,1.7869E-05,4168,0.074477965
launched,121,1.77225E-05,4169,0.073885213
smoking,121,1.77225E-05,4170,0.073902935
intentionally,121,1.77225E-05,4171,0.073920658
victory,121,1.77225E-05,4172,0.07393838
indeed,121,1.77225E-05,4173,0.073956103
threatening,121,1.77225E-05,4174,0.073973825
hillary,121,1.77225E-05,4175,0.073991548
showstopping,120,1.75761E-05,4176,0.073397624
9yearold,120,1.75761E-05,4177,0.0734152
massive,120,1.75761E-05,4178,0.073432776
unlawful,120,1.75761E-05,4179,0.073450352
doing,120,1.75761E-05,4180,0.073467928
rank,119,1.74296E-05,4181,0.072873125
evident,119,1.74296E-05,4182,0.072890554
poor’s,119,1.74296E-05,4183,0.072907984
accuses,118,1.72831E-05,4184,0.072312595
bernie,118,1.72831E-05,4185,0.072329878
contradictions,118,1.72831E-05,4186,0.072347161
missouri,118,1.72831E-05,4187,0.072364444
category,118,1.72831E-05,4188,0.072381727
exited,117,1.71367E-05,4189,0.07178546
springfield,117,1.71367E-05,4190,0.071802596
apps,117,1.71367E-05,4191,0.071819733
essential,117,1.71367E-05,4192,0.07183687
infrastructure,117,1.71367E-05,4193,0.071854006
indictment,117,1.71367E-05,4194,0.071871143
advantages,117,1.71367E-05,4195,0.07188828
canceled,117,1.71367E-05,4196,0.071905416
culture,116,1.69902E-05,4197,0.07130783
ipods,116,1.69902E-05,4198,0.07132482
men,115,1.68437E-05,4199,0.070726795
pages,115,1.68437E-05,4200,0.070743639
doubts,115,1.68437E-05,4201,0.070760482
611000,115,1.68437E-05,4202,0.070777326
application,115,1.68437E-05,4203,0.07079417
website,114,1.66973E-05,4204,0.070195266
hitting,114,1.66973E-05,4205,0.070211963
2016,114,1.66973E-05,4206,0.07022866
600000,114,1.66973E-05,4207,0.070245357
front,114,1.66973E-05,4208,0.070262055
unparalleled,113,1.65508E-05,4209,0.069662272
songs,113,1.65508E-05,4210,0.069678822
denied,113,1.65508E-05,4211,0.069695373
autumnwinter,113,1.65508E-05,4212,0.069711924
every,113,1.65508E-05,4213,0.069728475
medicine,113,1.65508E-05,4214,0.069745026
county,113,1.65508E-05,4215,0.069761576
wade,112,1.64043E-05,4216,0.069160622
credence,112,1.64043E-05,4217,0.069177026
köckritz,112,1.64043E-05,4218,0.06919343
usage,112,1.64043E-05,4219,0.069209835
23,111,1.62579E-05,4220,0.068608147
power,111,1.62579E-05,4221,0.068624405
figuring,111,1.62579E-05,4222,0.068640663
michael,111,1.62579E-05,4223,0.068656921
southern,111,1.62579E-05,4224,0.068673179
daily,111,1.62579E-05,4225,0.068689437
aggressor,111,1.62579E-05,4226,0.068705695
poors,110,1.61114E-05,4227,0.068102836
note,110,1.61114E-05,4228,0.068118947
milan,110,1.61114E-05,4229,0.068135059
speculating,110,1.61114E-05,4230,0.06815117
cnn’s,110,1.61114E-05,4231,0.068167281
charts,109,1.59649E-05,4232,0.067563544
subscribers,109,1.59649E-05,4233,0.067579509
providing,109,1.59649E-05,4234,0.067595474
beleaguered,109,1.59649E-05,4235,0.067611438
team,108,1.58185E-05,4236,0.067006968
look,108,1.58185E-05,4237,0.067022787
depth,108,1.58185E-05,4238,0.067038605
sketchbooks,108,1.58185E-05,4239,0.067054424
warnings,108,1.58185E-05,4240,0.067070242
branded,108,1.58185E-05,4241,0.067086061
1960s,108,1.58185E-05,4242,0.067101879
gurkan,107,1.5672E-05,4243,0.066496237
wireless,107,1.5672E-05,4244,0.066511909
autonomous,107,1.5672E-05,4245,0.066527581
encourages,107,1.5672E-05,4246,0.066543253
safe,107,1.5672E-05,4247,0.066558925
topped,107,1.5672E-05,4248,0.066574597
cancer,106,1.55255E-05,4249,0.06596793
breadth,106,1.55255E-05,4250,0.065983456
esra,106,1.55255E-05,4251,0.065998981
islam,106,1.55255E-05,4252,0.066014507
companys,106,1.55255E-05,4253,0.066030033
beneath,106,1.55255E-05,4254,0.066045558
rip,106,1.55255E-05,4255,0.066061084
singles,106,1.55255E-05,4256,0.066076609
productive,106,1.55255E-05,4257,0.066092135
truly,106,1.55255E-05,4258,0.06610766
revelation,106,1.55255E-05,4259,0.066123186
goal,106,1.55255E-05,4260,0.066138711
loftier,105,1.53791E-05,4261,0.06553014
connecticut,105,1.53791E-05,4262,0.065545519
disturbing,105,1.53791E-05,4263,0.065560898
advances,105,1.53791E-05,4264,0.065576277
west,104,1.52326E-05,4265,0.064966974
universe,104,1.52326E-05,4266,0.064982206
broadcasting,104,1.52326E-05,4267,0.064997439
opco,104,1.52326E-05,4268,0.065012672
p13,104,1.52326E-05,4269,0.065027904
exinmates,104,1.52326E-05,4270,0.065043137
old,104,1.52326E-05,4271,0.065058369
indiana,104,1.52326E-05,4272,0.065073602
base,103,1.50861E-05,4273,0.06446298
pencil,103,1.50861E-05,4274,0.064478066
digital,103,1.50861E-05,4275,0.064493153
gupta,103,1.50861E-05,4276,0.064508239
bóveda,103,1.50861E-05,4277,0.064523325
series,103,1.50861E-05,4278,0.064538411
100,103,1.50861E-05,4279,0.064553497
bloomington,103,1.50861E-05,4280,0.064568583
female,102,1.49397E-05,4281,0.063956643
jail,102,1.49397E-05,4282,0.063971583
costosa,102,1.49397E-05,4283,0.063986523
nominations,102,1.49397E-05,4284,0.064001462
turning,102,1.49397E-05,4285,0.064016402
dr,102,1.49397E-05,4286,0.064031342
powermac,102,1.49397E-05,4287,0.064046281
world’s,102,1.49397E-05,4288,0.064061221
cane,102,1.49397E-05,4289,0.064076161
y,101,1.47932E-05,4290,0.063462756
clay,101,1.47932E-05,4291,0.063477549
average,101,1.47932E-05,4292,0.063492342
driving,101,1.47932E-05,4293,0.063507136
rhode,101,1.47932E-05,4294,0.063521929
struggle,101,1.47932E-05,4295,0.063536722
concept,100,1.46467E-05,4296,0.062922292
enorme,100,1.46467E-05,4297,0.062936939
builders,100,1.46467E-05,4298,0.062951586
boulder,100,1.46467E-05,4299,0.062966232
crews,100,1.46467E-05,4300,0.062980879
miles,100,1.46467E-05,4301,0.062995526
splurges,100,1.46467E-05,4302,0.063010173
signs,100,1.46467E-05,4303,0.063024819
salads,99,1.45002E-05,4304,0.062409071
bike,99,1.45002E-05,4305,0.062423572
januarynovember,99,1.45002E-05,4306,0.062438072
una,99,1.45002E-05,4307,0.062452572
licensed,99,1.45002E-05,4308,0.062467072
identities,99,1.45002E-05,4309,0.062481573
ids,99,1.45002E-05,4310,0.062496073
vital,99,1.45002E-05,4311,0.062510573
nissans,98,1.43538E-05,4312,0.061893507
cnns,98,1.43538E-05,4313,0.061907861
de,98,1.43538E-05,4314,0.061922215
foster,98,1.43538E-05,4315,0.061936568
bavarian,98,1.43538E-05,4316,0.061950922
since,98,1.43538E-05,4317,0.061965276
blonde,98,1.43538E-05,4318,0.06197963
inmate,97,1.42073E-05,4319,0.061361392
superyachts,97,1.42073E-05,4320,0.061375599
construcción,97,1.42073E-05,4321,0.061389806
basically,97,1.42073E-05,4322,0.061404014
speak,97,1.42073E-05,4323,0.061418221
aka,97,1.42073E-05,4324,0.061432428
nielsen,97,1.42073E-05,4325,0.061446636
career,96,1.40608E-05,4326,0.060827226
maybe,96,1.40608E-05,4327,0.060841287
engineers,96,1.40608E-05,4328,0.060855348
la,96,1.40608E-05,4329,0.060869409
mansions,96,1.40608E-05,4330,0.060883469
spotted,95,1.39144E-05,4331,0.060263181
language,95,1.39144E-05,4332,0.060277095
terrorists,95,1.39144E-05,4333,0.06029101
concluirse,95,1.39144E-05,4334,0.060304924
bmw,95,1.39144E-05,4335,0.060318839
45year,95,1.39144E-05,4336,0.060332753
motor,95,1.39144E-05,4337,0.060346667
super,94,1.37679E-05,4338,0.059725207
2013,94,1.37679E-05,4339,0.059738975
cream,94,1.37679E-05,4340,0.059752743
something,94,1.37679E-05,4341,0.059766511
que,94,1.37679E-05,4342,0.059780279
milestone,94,1.37679E-05,4343,0.059794047
tokyo,94,1.37679E-05,4344,0.059807815
unapologetic,94,1.37679E-05,4345,0.059821582
successful,94,1.37679E-05,4346,0.05983535
1980,93,1.36214E-05,4347,0.059212426
hasler,93,1.36214E-05,4348,0.059226047
gathering,93,1.36214E-05,4349,0.059239668
newsource,93,1.36214E-05,4350,0.05925329
or,93,1.36214E-05,4351,0.059266911
worldwide,93,1.36214E-05,4352,0.059280533
delaware,93,1.36214E-05,4353,0.059294154
emerged,93,1.36214E-05,4354,0.059307776
december,93,1.36214E-05,4355,0.059321397
highly,93,1.36214E-05,4356,0.059335019
tendrá,93,1.36214E-05,4357,0.05934864
cnn,92,1.3475E-05,4358,0.058723958
45,92,1.3475E-05,4359,0.058737433
his,92,1.3475E-05,4360,0.058750908
unnatural,92,1.3475E-05,4361,0.058764383
radiación,92,1.3475E-05,4362,0.058777858
alobeidi,92,1.3475E-05,4363,0.058791332
susan,92,1.3475E-05,4364,0.058804807
stars,91,1.33285E-05,4365,0.058178953
relationship,91,1.33285E-05,4366,0.058192282
msnbcs,91,1.33285E-05,4367,0.05820561
emam,91,1.33285E-05,4368,0.058218939
live,91,1.33285E-05,4369,0.058232267
last,91,1.33285E-05,4370,0.058245596
passes,91,1.33285E-05,4371,0.058258924
streamed,91,1.33285E-05,4372,0.058272253
thank,90,1.3182E-05,4373,0.05764508
biggest,90,1.3182E-05,4374,0.057658263
part,90,1.3182E-05,4375,0.057671445
lovehate,90,1.3182E-05,4376,0.057684627
beyoncé,90,1.3182E-05,4377,0.057697809
hot,90,1.3182E-05,4378,0.057710991
machine,90,1.3182E-05,4379,0.057724173
boot,90,1.3182E-05,4380,0.057737355
libyan,90,1.3182E-05,4381,0.057750537
earn,89,1.30356E-05,4382,0.0571219
rather,89,1.30356E-05,4383,0.057134935
peligro,89,1.30356E-05,4384,0.057147971
single,89,1.30356E-05,4385,0.057161007
country,89,1.30356E-05,4386,0.057174042
summarized,89,1.30356E-05,4387,0.057187078
subsidiary,89,1.30356E-05,4388,0.057200113
cnetcom,89,1.30356E-05,4389,0.057213149
thugs,89,1.30356E-05,4390,0.057226184
ultimate,88,1.28891E-05,4391,0.056596083
critical,88,1.28891E-05,4392,0.056608972
added,88,1.28891E-05,4393,0.056621861
money,88,1.28891E-05,4394,0.05663475
gadhafis,88,1.28891E-05,4395,0.056647639
relaxation,88,1.28891E-05,4396,0.056660528
el,88,1.28891E-05,4397,0.056673417
contributions,88,1.28891E-05,4398,0.056686306
ranked,88,1.28891E-05,4399,0.056699196
matter,87,1.27426E-05,4400,0.056067629
con,87,1.27426E-05,4401,0.056080372
enormous,87,1.27426E-05,4402,0.056093114
hbo,87,1.27426E-05,4403,0.056105857
mean,87,1.27426E-05,4404,0.0561186
ranker,87,1.27426E-05,4405,0.056131342
anchors,87,1.27426E-05,4406,0.056144085
shipping,87,1.27426E-05,4407,0.056156828
dji,86,1.25962E-05,4408,0.055523943
month,86,1.25962E-05,4409,0.055536539
listings,86,1.25962E-05,4410,0.055549135
raped,86,1.25962E-05,4411,0.055561732
window,86,1.25962E-05,4412,0.055574328
terminar,86,1.25962E-05,4413,0.055586924
prizes,86,1.25962E-05,4414,0.05559952
seen,86,1.25962E-05,4415,0.055612116
licensingcnncom,86,1.25962E-05,4416,0.055624712
phrase,86,1.25962E-05,4417,0.055637309
stands,86,1.25962E-05,4418,0.055649905
key,86,1.25962E-05,4419,0.055662501
shows,85,1.24497E-05,4420,0.055027712
para,85,1.24497E-05,4421,0.055040162
showed,85,1.24497E-05,4422,0.055052612
unveiled,85,1.24497E-05,4423,0.055065061
mcilroy,84,1.23032E-05,4424,0.05442954
honored,84,1.23032E-05,4425,0.054441844
marketed,84,1.23032E-05,4426,0.054454147
pero,84,1.23032E-05,4427,0.05446645
general,84,1.23032E-05,4428,0.054478753
radar,84,1.23032E-05,4429,0.054491057
all,84,1.23032E-05,4430,0.05450336
schools,83,1.21568E-05,4431,0.053866667
turistas,83,1.21568E-05,4432,0.053878824
p2,83,1.21568E-05,4433,0.053890981
us,83,1.21568E-05,4434,0.053903137
thunderstorms,83,1.21568E-05,4435,0.053915294
swore,83,1.21568E-05,4436,0.053927451
album,83,1.21568E-05,4437,0.053939608
john,83,1.21568E-05,4438,0.053951765
claiming,83,1.21568E-05,4439,0.053963921
visual,82,1.20103E-05,4440,0.053325764
metrix,82,1.20103E-05,4441,0.053337774
affects,82,1.20103E-05,4442,0.053349785
distributed,82,1.20103E-05,4443,0.053361795
images,82,1.20103E-05,4444,0.053373805
jobs,82,1.20103E-05,4445,0.053385815
s,81,1.18638E-05,4446,0.052746633
guiadas,81,1.18638E-05,4447,0.052758497
field,81,1.18638E-05,4448,0.05277036
reports,81,1.18638E-05,4449,0.052782224
with,81,1.18638E-05,4450,0.052794088
calculated,81,1.18638E-05,4451,0.052805952
miyake,81,1.18638E-05,4452,0.052817816
blasted,81,1.18638E-05,4453,0.05282968
thing,80,1.17174E-05,4454,0.052189179
medical,80,1.17174E-05,4455,0.052200896
issey,80,1.17174E-05,4456,0.052212613
visitas,80,1.17174E-05,4457,0.052224331
four,80,1.17174E-05,4458,0.052236048
atlantic,80,1.17174E-05,4459,0.052247766
comscore,80,1.17174E-05,4460,0.052259483
trump,80,1.17174E-05,4461,0.0522712
maryland,80,1.17174E-05,4462,0.052282918
model,80,1.17174E-05,4463,0.052294635
cathartic,79,1.15709E-05,4464,0.051652523
dan,79,1.15709E-05,4465,0.051664094
lemonade,79,1.15709E-05,4466,0.051675665
tesla,79,1.15709E-05,4467,0.051687236
designer,79,1.15709E-05,4468,0.051698807
scripture,79,1.15709E-05,4469,0.051710378
massachusetts,79,1.15709E-05,4470,0.051721948
kentucky,78,1.14244E-05,4471,0.051078665
japanese,78,1.14244E-05,4472,0.051090089
se,78,1.14244E-05,4473,0.051101514
help,78,1.14244E-05,4474,0.051112938
rivals,78,1.14244E-05,4475,0.051124362
darling,78,1.14244E-05,4476,0.051135787
health,78,1.14244E-05,4477,0.051147211
peaceful,78,1.14244E-05,4478,0.051158636
debate,78,1.14244E-05,4479,0.05117006
footage,78,1.14244E-05,4480,0.051181485
hasta,77,1.1278E-05,4481,0.05053659
statistics,77,1.1278E-05,4482,0.050547868
liberal,77,1.1278E-05,4483,0.050559146
broll,77,1.1278E-05,4484,0.050570424
largest,77,1.1278E-05,4485,0.050581702
theres,77,1.1278E-05,4486,0.05059298
knows,76,1.11315E-05,4487,0.049947059
57,76,1.11315E-05,4488,0.049958191
life,76,1.11315E-05,4489,0.049969322
quote,76,1.11315E-05,4490,0.049980454
nissan,76,1.11315E-05,4491,0.049991585
beauty,76,1.11315E-05,4492,0.050002717
floating,76,1.11315E-05,4493,0.050013848
said,76,1.11315E-05,4494,0.05002498
cargo,75,1.0985E-05,4495,0.049377742
vuelto,75,1.0985E-05,4496,0.049388727
your,75,1.0985E-05,4497,0.049399712
prison,75,1.0985E-05,4498,0.049410697
productions…cnn,75,1.0985E-05,4499,0.049421682
interested,75,1.0985E-05,4500,0.049432667
cities,75,1.0985E-05,4501,0.049443652
comment,75,1.0985E-05,4502,0.049454637
cars,75,1.0985E-05,4503,0.049465622
she,75,1.0985E-05,4504,0.049476607
accepting,74,1.08386E-05,4505,0.048827757
impact,74,1.08386E-05,4506,0.048838596
liked,74,1.08386E-05,4507,0.048849435
sports,74,1.08386E-05,4508,0.048860273
han,74,1.08386E-05,4509,0.048871112
restraining,74,1.08386E-05,4510,0.04888195
goddess,74,1.08386E-05,4511,0.048892789
facing,74,1.08386E-05,4512,0.048903627
viewer,74,1.08386E-05,4513,0.048914466
habitantes,73,1.06921E-05,4514,0.048264152
picks,73,1.06921E-05,4515,0.048274844
16000,73,1.06921E-05,4516,0.048285536
grandmother,73,1.06921E-05,4517,0.048296228
bring,73,1.06921E-05,4518,0.04830692
draw,73,1.06921E-05,4519,0.048317612
mccafferty,73,1.06921E-05,4520,0.048328304
could,73,1.06921E-05,4521,0.048338996
texas,73,1.06921E-05,4522,0.048349689
unique,72,1.05456E-05,4523,0.04769791
recently,72,1.05456E-05,4524,0.047708455
lose,72,1.05456E-05,4525,0.047719001
algunos,72,1.05456E-05,4526,0.047729547
my,72,1.05456E-05,4527,0.047740092
they,72,1.05456E-05,4528,0.047750638
hes,72,1.05456E-05,4529,0.047761184
history,72,1.05456E-05,4530,0.047771729
freedom,72,1.05456E-05,4531,0.047782275
georgia,72,1.05456E-05,4532,0.04779282
northern,72,1.05456E-05,4533,0.047803366
lee,71,1.03992E-05,4534,0.04714983
pc,71,1.03992E-05,4535,0.047160229
then,71,1.03992E-05,4536,0.047170628
bums,71,1.03992E-05,4537,0.047181027
archive,71,1.03992E-05,4538,0.047191426
how,71,1.03992E-05,4539,0.047201825
art,71,1.03992E-05,4540,0.047212225
chernóbil,71,1.03992E-05,4541,0.047222624
pace,70,1.02527E-05,4542,0.046567769
don’t,70,1.02527E-05,4543,0.046578022
originally,70,1.02527E-05,4544,0.046588275
changed,70,1.02527E-05,4545,0.046598527
much,70,1.02527E-05,4546,0.04660878
beyonce,70,1.02527E-05,4547,0.046619033
technicians,70,1.02527E-05,4548,0.046629285
harper,70,1.02527E-05,4549,0.046639538
others,69,1.01062E-05,4550,0.045983365
famous,69,1.01062E-05,4551,0.045993471
cornfields,69,1.01062E-05,4552,0.046003578
nuclear,69,1.01062E-05,4553,0.046013684
rapid,69,1.01062E-05,4554,0.04602379
nebraska,69,1.01062E-05,4555,0.046033896
problems,69,1.01062E-05,4556,0.046044003
gifted,69,1.01062E-05,4557,0.046054109
breakthroughs,68,9.95977E-06,4558,0.045396618
tragedia,68,9.95977E-06,4559,0.045406577
inequality,68,9.95977E-06,4560,0.045416537
urban,68,9.95977E-06,4561,0.045426497
gain,68,9.95977E-06,4562,0.045436457
legacies,68,9.95977E-06,4563,0.045446417
currently,68,9.95977E-06,4564,0.045456376
timelapse,68,9.95977E-06,4565,0.045466336
database,68,9.95977E-06,4566,0.045476296
glowing,68,9.95977E-06,4567,0.045486256
living,68,9.95977E-06,4568,0.045496215
alluded,68,9.95977E-06,4569,0.045506175
fashions,67,9.8133E-06,4570,0.04484678
dec,67,9.8133E-06,4571,0.044856593
walgreens,67,9.8133E-06,4572,0.044866407
scalia,67,9.8133E-06,4573,0.04487622
backfire,67,9.8133E-06,4574,0.044886033
income,67,9.8133E-06,4575,0.044895846
pressing,67,9.8133E-06,4576,0.04490566
cloud,67,9.8133E-06,4577,0.044915473
see,67,9.8133E-06,4578,0.044925286
antonin,66,9.66683E-06,4579,0.044264427
trains,66,9.66683E-06,4580,0.044274093
races,66,9.66683E-06,4581,0.04428376
define,66,9.66683E-06,4582,0.044293427
rashid,66,9.66683E-06,4583,0.044303094
colleen,66,9.66683E-06,4584,0.044312761
watches,66,9.66683E-06,4585,0.044322428
itll,66,9.66683E-06,4586,0.044332094
little,66,9.66683E-06,4587,0.044341761
martindalehubbells®,66,9.66683E-06,4588,0.044351428
growing,66,9.66683E-06,4589,0.044361095
karim,65,9.52037E-06,4590,0.043698477
todays,65,9.52037E-06,4591,0.043707998
howell,65,9.52037E-06,4592,0.043717518
designers,65,9.52037E-06,4593,0.043727039
tractors,65,9.52037E-06,4594,0.043736559
fbi,65,9.52037E-06,4595,0.043746079
panel,65,9.52037E-06,4596,0.0437556
knew,65,9.52037E-06,4597,0.04376512
años,65,9.52037E-06,4598,0.04377464
girlfriend,65,9.52037E-06,4599,0.043784161
burn,65,9.52037E-06,4600,0.043793681
arguments,65,9.52037E-06,4601,0.043803201
barely,64,9.3739E-06,4602,0.04313868
built,64,9.3739E-06,4603,0.043148054
sweep,64,9.3739E-06,4604,0.043157428
